participant_id,file_name,file_format,file_description,file_mapping_level,file_size,md5sum,file_url_in_cds,imaging_modality,imaging_equipment_manufacturer,imaging_equipment_model,imaging_software,imaging_protocol,organ_or_tissue,longitudinal_temporal_event_type,longitudinal_temporal_event_offset,HTAN_Data_File_ID
HTA1_853,reg002_X01_Y02_Z07.tif,TIFF,,,464506048,93c8664dc4c5b80d238f9183c0db2c30,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/853-section-3/HTAPP-853-section-3-processed/bestFocus/reg002_X01_Y02_Z07.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_853_4381303030
HTA1_853,reg002_X01_Y03_Z07.tif,TIFF,,,464506048,53d0677a0b424f70a265cc88cc8e4e53,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/853-section-3/HTAPP-853-section-3-processed/bestFocus/reg002_X01_Y03_Z07.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_853_4381303031
HTA1_853,reg002_X01_Y04_Z07.tif,TIFF,,,464506048,7075af1d02f304e1067e9a05733b7ef3,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/853-section-3/HTAPP-853-section-3-processed/bestFocus/reg002_X01_Y04_Z07.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_853_4381303032
HTA1_853,reg002_X01_Y05_Z08.tif,TIFF,,,464506048,519be82846976c305665a92f38b3fa05,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/853-section-3/HTAPP-853-section-3-processed/bestFocus/reg002_X01_Y05_Z08.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_853_4381303033
HTA1_853,reg002_X01_Y06_Z08.tif,TIFF,,,464506048,196b1944a55bfffa83e77bfe9e54ecb3,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/853-section-3/HTAPP-853-section-3-processed/bestFocus/reg002_X01_Y06_Z08.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_853_4381303034
HTA1_853,reg002_X01_Y07_Z08.tif,TIFF,,,464506048,e5fb7a4ad27f0214fdd8fb80756673bd,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/853-section-3/HTAPP-853-section-3-processed/bestFocus/reg002_X01_Y07_Z08.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_853_4381303035
HTA1_853,reg002_X01_Y08_Z08.tif,TIFF,,,464506048,54d3e976b63b9bcd77a5c5501684d2ae,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/853-section-3/HTAPP-853-section-3-processed/bestFocus/reg002_X01_Y08_Z08.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_853_4381303036
HTA1_853,reg002_X01_Y09_Z08.tif,TIFF,,,464506048,dfba22ee564200bd79f820295e4da2f1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/853-section-3/HTAPP-853-section-3-processed/bestFocus/reg002_X01_Y09_Z08.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_853_4381303037
HTA1_853,reg002_montage.tif,TIFF,,,1094879240,f75a15b11e14eded59a3403f5ada0a06,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/853-section-3/HTAPP-853-section-3-processed/bestFocus/reg002_montage.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_853_4381303038
HTA1_878,reg001_X01_Y01.tif,TIFF,,,6967298667,d20123e8a8ff0fdb41e71e516891a029,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X01_Y01.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309001
HTA1_878,reg001_X01_Y02.tif,TIFF,,,3414136341,e7ee5efcdf97961b787a2718a2b847e0,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X01_Y02.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309002
HTA1_878,reg001_X01_Y03.tif,TIFF,,,4877109867,7fad85bcd8a6b600ea05c168d8e668d4,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X01_Y03.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309003
HTA1_878,reg001_X01_Y04.tif,TIFF,,,3414136341,0d42b85481e86fb2adbe2a3989888479,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X01_Y04.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309004
HTA1_878,reg001_X01_Y05.tif,TIFF,,,4877109867,5c2cb5e620543c5ccbf4a83658635970,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X01_Y05.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309005
HTA1_878,reg001_X01_Y06.tif,TIFF,,,3414136341,85ef1b18b042b090ecf789d3b7d98331,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X01_Y06.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309006
HTA1_878,reg001_X01_Y07.tif,TIFF,,,4877109867,3500c2d391f35a2ee77844ddebb02342,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X01_Y07.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309007
HTA1_878,reg001_X01_Y08.tif,TIFF,,,3414136341,9ca96df1d09922ab53e059311c3c9599,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X01_Y08.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309008
HTA1_878,reg001_X01_Y09.tif,TIFF,,,4877109867,a3c962e4435b58eb377fa6c031d52e8a,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X01_Y09.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309009
HTA1_878,reg001_X01_Y10.tif,TIFF,,,3414136341,fc21eb57848853661716e9cca71eee7b,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X01_Y10.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309010
HTA1_878,reg001_X01_Y11.tif,TIFF,,,4877109867,78befa2ec5646be597ff2de6dccc96c8,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X01_Y11.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309011
HTA1_878,reg001_X02_Y01.tif,TIFF,,,4877109867,26a7476a4a4f8accf4a09c1770e4e282,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X02_Y01.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309012
HTA1_878,reg001_X02_Y02.tif,TIFF,,,3414136341,a5722a12f715da2c94a757aabff01bdc,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X02_Y02.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309013
HTA1_878,reg001_X02_Y03.tif,TIFF,,,3414136341,749ce4c16de22b7e93bd4da9c4d488ad,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X02_Y03.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309014
HTA1_878,reg001_X02_Y04.tif,TIFF,,,3414136341,c0b3fecf0efcc08b97120970e7f7cbc9,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X02_Y04.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309015
HTA1_878,reg001_X02_Y05.tif,TIFF,,,3414136341,a553f644457df823593b8227b14d0410,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X02_Y05.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309016
HTA1_878,reg001_X02_Y06.tif,TIFF,,,3414136342,76864f984744493ea2bea86c82818428,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X02_Y06.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309017
HTA1_878,reg001_X02_Y07.tif,TIFF,,,3414136342,1103d9480572f6f9a85ceac4139494fd,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X02_Y07.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309018
HTA1_878,reg001_X02_Y08.tif,TIFF,,,3414136342,2f7964973e626ee5ca4a735e69b0dfbf,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X02_Y08.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309019
HTA1_878,reg001_X02_Y09.tif,TIFF,,,3414136342,51ab9089c758e9f5d35ec8936ba0c3b3,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X02_Y09.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309020
HTA1_878,reg001_X02_Y10.tif,TIFF,,,3414136342,22fe320cf9071ef38b1ee8411f4b0130,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X02_Y10.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309021
HTA1_878,reg001_X02_Y11.tif,TIFF,,,3414136341,b10956313b4a41575e88e032d597acd2,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X02_Y11.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309022
HTA1_878,reg001_X03_Y01.tif,TIFF,,,4877109869,e8777619531e6c7d01313e4dbaa31f6c,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X03_Y01.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309023
HTA1_878,reg001_X03_Y02.tif,TIFF,,,3414136343,dfacfe8cd586d8acd0615d9e94fa8e8e,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X03_Y02.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309024
HTA1_878,reg001_X03_Y03.tif,TIFF,,,3414136343,3679c422b11f3a94357c6bd592c84b9a,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X03_Y03.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309025
HTA1_878,reg001_X03_Y04.tif,TIFF,,,3414136343,f961aa6851989c8fac0aaf2bde9b4d41,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X03_Y04.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309026
HTA1_878,reg001_X03_Y05.tif,TIFF,,,3414136342,779cd974413412daaaa411450a70d9b9,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X03_Y05.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309027
HTA1_878,reg001_X03_Y06.tif,TIFF,,,3414136342,a8bfb526ccc5a16808e1b6ee70692ef7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X03_Y06.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309028
HTA1_878,reg001_X03_Y07.tif,TIFF,,,3414136342,159a36c4a8654e70fdbf5601b72ea7d5,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X03_Y07.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309029
HTA1_878,reg001_X03_Y08.tif,TIFF,,,3414136342,6b39e24c324cac118c811c34bde94159,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X03_Y08.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309030
HTA1_878,reg001_X03_Y09.tif,TIFF,,,3414136342,2b28e6203d1b71293052c2849863885a,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X03_Y09.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309031
HTA1_878,reg001_X03_Y10.tif,TIFF,,,3414136342,65371e594a2cd27e53d0ee3e794236ed,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X03_Y10.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309032
HTA1_878,reg001_X03_Y11.tif,TIFF,,,3414136341,2e91b99217e433722b8d145512d07925,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X03_Y11.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309033
HTA1_878,reg001_X04_Y01.tif,TIFF,,,4877109869,123249bcb66a3af679ffe67168a02bf5,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X04_Y01.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309034
HTA1_878,reg001_X04_Y02.tif,TIFF,,,3414136343,64f1601d6e06c1adc5aa8f183a0c6aa9,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X04_Y02.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309035
HTA1_878,reg001_X04_Y03.tif,TIFF,,,3414136342,590c09febf2257f285190132de003ac9,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X04_Y03.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309036
HTA1_878,reg001_X04_Y04.tif,TIFF,,,3414136343,7b06c62c0172d89221c5f3dca09876c5,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X04_Y04.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309037
HTA1_878,reg001_X04_Y05.tif,TIFF,,,3414136342,ac21e6d2d96df7a0cce5bb40d10b20cd,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X04_Y05.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309038
HTA1_878,reg001_X04_Y06.tif,TIFF,,,3414136343,b809208d36bd081a0d63d252538ad402,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X04_Y06.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309039
HTA1_878,reg001_X04_Y07.tif,TIFF,,,3414136343,0e8aff473507d413e42a8f310d8acb2b,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X04_Y07.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309040
HTA1_878,reg001_X04_Y08.tif,TIFF,,,3414136342,aa4d9f75ac75c45469984e4f3082d6e6,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-htapp/codex_level_2/878-section-9/HTAPP-878-section-9-processed/reg001_X04_Y08.tif,SM,"Keyence BZX710
","Keyence BZX710
",RNCC Segmenter 1.5.6,"https://www.protocols.io/view/fresh-frozen-tissue-staining-with-codex-tagged-ant-4jngume; https://www.protocols.io/view/htapp-codex-antibody-panel-brgkm3uw
",Breast,,,HTA1_878_7149309041
