participant_id,file_name,file_format,file_description,file_mapping_level,file_size,md5sum,file_url_in_cds,imaging_modality,imaging_equipment_manufacturer,imaging_equipment_model,imaging_software,imaging_protocol,organ_or_tissue,longitudinal_temporal_event_type,longitudinal_temporal_event_offset,HTAN_Data_File_ID
HTA14_8,Protein_Slide_1-39_09132022.ome.tiff,OME-TIFF,,,11955484575,8f0b99e732ee9ccaab05b6a00507268b,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/geomx_imaging_level_2/Protein_Slide_1-39_09132022.ome.tiff,SM,GeoMx,GeoMx,GeoMx v 2.4.2.2,dx.doi.org/10.17504/protocols.io.ewov1o7wolr2/v1; dx.doi.org/10.17504/protocols.io.5qpvokbm7l4o/v1,Breast,,,HTA14_0000_3
HTA14_32,Protein_Slide_2-37_09142022.ome.tiff,OME-TIFF,,,13293631770,c26655b59d87588e464a597fb48e5eee,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/geomx_imaging_level_2/Protein_Slide_2-37_09142022.ome.tiff,SM,GeoMx,GeoMx,GeoMx v 2.4.2.2,dx.doi.org/10.17504/protocols.io.ewov1o7wolr2/v1; dx.doi.org/10.17504/protocols.io.5qpvokbm7l4o/v1,Breast,,,HTA14_0000_4
HTA14_37,TNP-TMA_Slide_30_10192021.ome.tiff,OME-TIFF,,,10526897922,5a93dad14fe971829351ebe8811cd207,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/geomx_imaging_level_2/TNP-TMA_Slide_30_10192021.ome.tiff,SM,GeoMx,GeoMx,GeoMx v 2.3,"dx.doi.org/10.17504/protocols.io.6qpvr6992vmk/v1, dx.doi.org/10.17504/protocols.io.eq2lyn25pvx9/v1",Breast,,,HTA14_0000_1
HTA14_51,TNP-TMA_Slide_33_RPT_10192021.ome.tiff,OME-TIFF,,,9537825364,6211b4375a41e3408c911014990d3d80,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/geomx_imaging_level_2/TNP-TMA_Slide_33_RPT_10192021.ome.tiff,SM,GeoMx,GeoMx,GeoMx v 2.3,"dx.doi.org/10.17504/protocols.io.6qpvr6992vmk/v1, dx.doi.org/10.17504/protocols.io.eq2lyn25pvx9/v1",Breast,,,HTA14_0000_2
HTA14_25,WTA_Slide_1-41.ome.tiff,OME-TIFF,,,12675151310,e00731dfdcf7d2e518c9befb605d9823,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/geomx_imaging_level_2/WTA_Slide_1-41.ome.tiff,SM,GeoMx,GeoMx,GeoMx v 2.4.2.2,dx.doi.org/10.17504/protocols.io.ewov1o7wolr2/v1; dx.doi.org/10.17504/protocols.io.kqdg3x157g25/v1,Breast,,,HTA14_0000_5
HTA14_41,WTA_Slide_2-38_09092022.ome.tiff,OME-TIFF,,,13278943673,c06d6dbcfacfc6bceeb087e964997a46,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/geomx_imaging_level_2/WTA_Slide_2-38_09092022.ome.tiff,SM,GeoMx,GeoMx,GeoMx v 2.4.2.2,dx.doi.org/10.17504/protocols.io.ewov1o7wolr2/v1; dx.doi.org/10.17504/protocols.io.kqdg3x157g25/v1,Breast,,,HTA14_0000_6
HTA7_905,LSP14363_P54_A31_C100_HMS_Orion7_20221206_045303_888956-zlib.ome.tiff,OME-TIFF,,,131029010733,ff9826271ecf43e7e003436aacadb7a3,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP14363_P54_A31_C100_HMS_Orion7_20221206_045303_888956-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Sigmoid Colon,,,HTA7_905_1004
HTA7_942,LSP14373_P54_A31_C100_HMS_Orion7_20221207_155149_781466-zlib.ome.tiff,OME-TIFF,,,87778629088,240a88c3ff774e7382102dc0353738a6,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP14373_P54_A31_C100_HMS_Orion7_20221207_155149_781466-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Descending Colon,,,HTA7_942_1004
HTA7_949,LSP14383_P54_A31_C100_HMS_Orion7_20221201_025039_540685-zlib.ome.tiff,OME-TIFF,,,54190779191,c6f16a5128c363aca5c149054cceb885,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP14383_P54_A31_C100_HMS_Orion7_20221201_025039_540685-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Ascending Colon,,,HTA7_949_1003
HTA7_950,LSP14388_P54_A31_C100_HMS_Orion7_20221209_031420_325238-zlib.ome.tiff,OME-TIFF,,,51063072670,67753de8ecf832af9ec23f11d5d04d8e,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP14388_P54_A31_C100_HMS_Orion7_20221209_031420_325238-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Ascending Colon,,,HTA7_950_1004
HTA7_951,LSP14393_P54_A31_C100_HMS_Orion7_20221202_040655_948674-zlib.ome.tiff,OME-TIFF,,,115328993971,8668a09341cb72abd271f35627cda5e4,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP14393_P54_A31_C100_HMS_Orion7_20221202_040655_948674-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Rectum,,,HTA7_951_1003
HTA7_952,LSP14398_P54_A31_C100_HMS_Orion7_20221201_201503_606038-zlib.ome.tiff,OME-TIFF,,,25096065707,ef73297aef61c0a300110e8febd358a5,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP14398_P54_A31_C100_HMS_Orion7_20221201_201503_606038-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Sigmoid Colon,,,HTA7_952_1004
HTA7_953,LSP14403_P54_A31_C100_HMS_Orion7_20221208_024948_949376-zlib.ome.tiff,OME-TIFF,,,68547762395,8f56454c524fc6505afcdc2aaa3ecfed,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP14403_P54_A31_C100_HMS_Orion7_20221208_024948_949376-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Rectum,,,HTA7_953_1004
HTA7_955,LSP14408_P54_A31_C100_HMS_Orion7_20221207_204146_277562-zlib.ome.tiff,OME-TIFF,,,59758521811,8d6089c45ad116aa088aa9834f6cf226,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP14408_P54_A31_C100_HMS_Orion7_20221207_204146_277562-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Sigmoid Colon,,,HTA7_955_1004
HTA7_959,LSP14413_P54_A31_C100_HMS_Orion7_20221205_211954_411538-zlib.ome.tiff,OME-TIFF,,,78956253813,929f039cba6c00be3d45817cf64d4bfe,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP14413_P54_A31_C100_HMS_Orion7_20221205_211954_411538-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Rectosigmoid Region,,,HTA7_959_1004
HTA7_907,LSP14418_P54_A31_C100_HMS_Orion7_20221206_202231_473290-zlib.ome.tiff,OME-TIFF,,,80751419458,7a46dbac9cbcf5f68b528ddb58043895,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP14418_P54_A31_C100_HMS_Orion7_20221206_202231_473290-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Ascending Colon,,,HTA7_907_1004
HTA7_961,LSP14423_P54_A31_C100_HMS_Orion7_20221210_032129_562175-zlib.ome.tiff,OME-TIFF,,,78284024924,7d65c9291f2aa80f2d45e0dd2dc8fb67,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP14423_P54_A31_C100_HMS_Orion7_20221210_032129_562175-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Ascending Colon,,,HTA7_961_1004
HTA7_969,LSP14438_P54_A31_C100_HMS_Orion7_20221210_032243_420995-zlib.ome.tiff,OME-TIFF,,,57650679487,d96d5092a610014a4b8ba76d2d5f6a89,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP14438_P54_A31_C100_HMS_Orion7_20221210_032243_420995-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Sigmoid Colon,,,HTA7_969_1004
HTA7_971,LSP14443_P54_A31_C100_HMS_Orion7_20221205_050456_166310-zlib.ome.tiff,OME-TIFF,,,106844556996,99aa8d5ed2e7c9d1166fdcdac1ed98ef,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP14443_P54_A31_C100_HMS_Orion7_20221205_050456_166310-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Rectosigmoid Region,,,HTA7_971_1004
HTA7_975,LSP14448_P54_A31_C100_HMS_Orion7_20221208_024840_480211-zlib.ome.tiff,OME-TIFF,,,57613305222,67458a80ec68da591675b9c636641253,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP14448_P54_A31_C100_HMS_Orion7_20221208_024840_480211-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Rectum,,,HTA7_975_1004
HTA7_976,LSP14453_P54_A31_C100_HMS_Orion7_20221206_201908_189588-zlib.ome.tiff,OME-TIFF,,,68011276675,227d7cd76334a08e9d46ae38ddfba376,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP14453_P54_A31_C100_HMS_Orion7_20221206_201908_189588-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Rectum,,,HTA7_976_1004
HTA7_977,LSP14458_P54_A31_C100_HMS_Orion7_20221205_185624_755616-zlib.ome.tiff,OME-TIFF,,,74880354581,2e4c4e902a7510ebfc8e07873f04ad6f,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP14458_P54_A31_C100_HMS_Orion7_20221205_185624_755616-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Descending Colon,,,HTA7_977_1003
HTA7_978,LSP14463_P54_A31_C100_HMS_Orion7_20221208_191916_816990-zlib.ome.tiff,OME-TIFF,,,57743165740,3e2cb1b4a92d887459aa6fdd98eed011,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP14463_P54_A31_C100_HMS_Orion7_20221208_191916_816990-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Rectum,,,HTA7_978_1004
HTA7_979,LSP14468_P54_A31_C100_HMS_Orion7_20221207_155237_137563-zlib.ome.tiff,OME-TIFF,,,57440869890,1f7671d66ceb6275e2e598bb68f91bc3,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP14468_P54_A31_C100_HMS_Orion7_20221207_155237_137563-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Rectum,,,HTA7_979_1003
HTA7_980,LSP14473_P54_A31_C100_HMS_Orion7_20221201_201546_633863-zlib.ome.tiff,OME-TIFF,,,48190121590,673bff6ff84870c118b1bd5fe2a9cc92,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP14473_P54_A31_C100_HMS_Orion7_20221201_201546_633863-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Rectum,,,HTA7_980_1004
HTA7_984,LSP14483_P54_A31_C100_HMS_Orion7_20221130_191946_931056-zlib.ome.tiff,OME-TIFF,,,24076238886,cc38125a20b4163adcd4745365d24df3,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP14483_P54_A31_C100_HMS_Orion7_20221130_191946_931056-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Rectum,,,HTA7_984_1003
HTA7_910,LSP14493_P54_A31_C100_HMS_Orion7_20221209_193812_901594-zlib.ome.tiff,OME-TIFF,,,79926065575,fcaf0695ba68941bbffeece01d2a6c16,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP14493_P54_A31_C100_HMS_Orion7_20221209_193812_901594-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Rectosigmoid Region,,,HTA7_910_1003
HTA7_991,LSP14498_P54_A31_C100_HMS_Orion7_20221202_210928_456233-zlib.ome.tiff,OME-TIFF,,,43766299975,3f61cc8c2aa1a0d5079e7b1dca06de39,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP14498_P54_A31_C100_HMS_Orion7_20221202_210928_456233-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Sigmoid Colon,,,HTA7_991_1004
HTA7_992,LSP14503_P54_A31_C100_HMS_Orion7_20221201_025216_467940-zlib.ome.tiff,OME-TIFF,,,120753435214,3eb8c988ee148bffdee10263303464fe,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP14503_P54_A31_C100_HMS_Orion7_20221201_025216_467940-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Sigmoid Colon,,,HTA7_992_1004
HTA7_996,LSP15280_P54_A31_C100_HMS_Orion7_20230124_022908_309794-zlib.ome.tiff,OME-TIFF,,,115469693979,28e1c058f7f70aad18c53b15a0e5c01a,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP15280_P54_A31_C100_HMS_Orion7_20230124_022908_309794-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Cecum,,,HTA7_996_1000
HTA7_997,LSP15284_P54_A31_C100_HMS_Orion7_20230126_171736_478335-zlib.ome.tiff,OME-TIFF,,,51311348024,c478a900da33dedb15e852c2b516a711,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP15284_P54_A31_C100_HMS_Orion7_20230126_171736_478335-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Sigmoid Colon,,,HTA7_997_1000
HTA7_998,LSP15288_P54_A31_C100_HMS_Orion7_20230125_002201_418204-zlib.ome.tiff,OME-TIFF,,,96036754791,801a6e90e31f66fa128ba66c8a2ef6db,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP15288_P54_A31_C100_HMS_Orion7_20230125_002201_418204-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Ascending Colon,,,HTA7_998_1000
HTA7_999,LSP15292_P54_A31_C100_HMS_Orion7_20230125_002305_075227-zlib.ome.tiff,OME-TIFF,,,61683119677,1336a8895169e69fecb283983c3222a5,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP15292_P54_A31_C100_HMS_Orion7_20230125_002305_075227-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Rectum,,,HTA7_999_1000
HTA7_1000,LSP15300_P54_A31_C100_HMS_Orion7_20230123_143635_648531-zlib.ome.tiff,OME-TIFF,,,94909626632,e9162c3279c401705dc75f5eec4823f9,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP15300_P54_A31_C100_HMS_Orion7_20230123_143635_648531-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Cecum,,,HTA7_1000_1000
HTA7_1001,LSP15304_P54_A31_C100_HMS_Orion7_20230124_023055_240792-zlib.ome.tiff,OME-TIFF,,,78722955534,c7a97c60a836f125780f68cc896cad7b,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP15304_P54_A31_C100_HMS_Orion7_20230124_023055_240792-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Descending Colon,,,HTA7_1001_1000
HTA7_1002,LSP15308_P54_A31_C100_HMS_Orion7_20230123_143724_102978-zlib.ome.tiff,OME-TIFF,,,69291336752,910535ed0dda34ac8dbc58cb9e4a87c1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP15308_P54_A31_C100_HMS_Orion7_20230123_143724_102978-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Rectosigmoid Region,,,HTA7_1002_1000
HTA7_1003,LSP15312_P54_A31_C100_HMS_Orion7_20230126_171210_579466-zlib.ome.tiff,OME-TIFF,,,111244179396,b5411f4cbedd0eb0c38cfdcc73a6b88e,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP15312_P54_A31_C100_HMS_Orion7_20230126_171210_579466-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Rectum,,,HTA7_1003_1000
HTA7_1004,LSP15316_P54_A31_C100_HMS_Orion7_20230121_041502_093536-zlib.ome.tiff,OME-TIFF,,,65349593266,523ff80a02ffdd7341a6ecd7e62a0401,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP15316_P54_A31_C100_HMS_Orion7_20230121_041502_093536-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Ascending Colon,,,HTA7_1004_1000
HTA7_1005,LSP15320_P54_A31_C100_HMS_Orion7_20230126_171257_598868-zlib.ome.tiff,OME-TIFF,,,55687342520,66e9e8951936b54718b9ecbcfdad6868,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP15320_P54_A31_C100_HMS_Orion7_20230126_171257_598868-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Ascending Colon,,,HTA7_1005_1000
HTA7_1006,LSP15324_P54_A31_C100_HMS_Orion7_20230125_164650_803957-zlib.ome.tiff,OME-TIFF,,,96615299343,65950c6acc8bf353a2a06dcd569e37e1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/LSP15324_P54_A31_C100_HMS_Orion7_20230125_164650_803957-zlib.ome.tiff,SM,Orion7,Orion7,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Sigmoid Colon,,,HTA7_1006_1000
HTA7_926,P37_S29_A24_C59kX_E15_20220106_014304_946511-zlib.ome.tiff,OME-TIFF,,,112784596422,aec04261efba9bbe9593dd20539078cb,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S29_A24_C59kX_E15_20220106_014304_946511-zlib.ome.tiff,SM,Orion4,Orion4,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Rectum,,,HTA7_926_1012
HTA7_927,P37_S30_A24_C59kX_E15_20220106_014319_409148-zlib.ome.tiff,OME-TIFF,,,73438469378,b1515cd964a5c2c134e9e75781e49111,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S30_A24_C59kX_E15_20220106_014319_409148-zlib.ome.tiff,SM,Orion4,Orion4,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Sigmoid Colon,,,HTA7_927_1013
HTA7_932,P37_S31_A24_C59kX_E15_20220106_014409_014236-zlib.ome.tiff,OME-TIFF,,,85666170392,7a8cae8f6224f190a238c73a0c9158aa,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S31_A24_C59kX_E15_20220106_014409_014236-zlib.ome.tiff,SM,Orion4,Orion4,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Sigmoid Colon,,,HTA7_932_1013
HTA7_934,P37_S32_A24_C59kX_E15_20220106_014630_553652-zlib.ome.tiff,OME-TIFF,,,96025817944,17f6591588c936723fdc3d03a026b4df,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S32_A24_C59kX_E15_20220106_014630_553652-zlib.ome.tiff,SM,Orion4,Orion4,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Rectosigmoid Region,,,HTA7_934_1013
HTA7_966,P37_S33_A24_C59kX_E15_20220107_180446_881530-zlib.ome.tiff,OME-TIFF,,,129470863416,3d53cfca1a256201330665f0f341fde7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S33_A24_C59kX_E15_20220107_180446_881530-zlib.ome.tiff,SM,Orion4,Orion4,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Sigmoid Colon,,,HTA7_966_1010
HTA7_947,P37_S34_A24_C59kX_E15_20220107_202112_212579-zlib.ome.tiff,OME-TIFF,,,86722923470,88f6ece8de470961a6289e38dd6e3b62,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S34_A24_C59kX_E15_20220107_202112_212579-zlib.ome.tiff,SM,Orion4,Orion4,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Rectosigmoid Region,,,HTA7_947_1013
HTA7_989,P37_S35_A24_C59kX_E15_20220108_012037_490594-zlib.ome.tiff,OME-TIFF,,,90545129544,2a8dd552f4b022bffb8f53d455eddf7b,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S35_A24_C59kX_E15_20220108_012037_490594-zlib.ome.tiff,SM,Orion4,Orion4,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Transverse Colon,,,HTA7_989_1013
HTA7_922,P37_S37_A24_C59kX_E15_20220108_012113_953544-zlib.ome.tiff,OME-TIFF,,,102322997168,d2830a501d7f38960f54001f2dff8c11,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S37_A24_C59kX_E15_20220108_012113_953544-zlib.ome.tiff,SM,Orion4,Orion4,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Transverse Colon,,,HTA7_922_1013
HTA7_931,P37_S38_A24_C59kX_E15_20220108_012130_664519-zlib.ome.tiff,OME-TIFF,,,67836048186,6f3578483ca8cfee501446f1a48c5771,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S38_A24_C59kX_E15_20220108_012130_664519-zlib.ome.tiff,SM,Orion4,Orion4,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Transverse Colon,,,HTA7_931_1013
HTA7_940,P37_S43_Full_A24_C59mX_E15_20220128_171510_544056-zlib.ome.tiff,OME-TIFF,,,91607694626,ec0455b959263a0ca4ad4823052642f2,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S43_Full_A24_C59mX_E15_20220128_171510_544056-zlib.ome.tiff,SM,Orion4,Orion4,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Appendix,,,HTA7_940_1013
HTA7_963,P37_S44_Full_A24_C59mX_E15_20220128_171448_903938-zlib.ome.tiff,OME-TIFF,,,95390473864,e42faeb083e2a0d55b79e5ec99eee811,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S44_Full_A24_C59mX_E15_20220128_171448_903938-zlib.ome.tiff,SM,Orion4,Orion4,OME Bio-Formats 6.3.1,http://dx.doi.org/10.17504/protocols.io.j8nlko4xxv5r/v1,Rectum,,,HTA7_963_1012
