sample_id,sample_description,biosample_accession,sample_type,sample_type_category,sample_tumor_status,sample_anatomic_site,sample_age_at_collection,derived_from_specimen,acquisition_method_type,tumor_tissue_type,tissue_fixative,embedding_medium,staining_method,objective,nominal_magnification,immersion,lensNA,working_distance,file_url_in_cds
HTA6_117_2,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/M-024_1_cleaned.svs
HTA6_2476_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/MC-002_A3_HE_1568802_cleaned.svs
HTA6_121_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/MC-003_A1_HE_1568803_cleaned.svs
HTA6_121_4,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/MC-003_A2_HE_1568804_cleaned.svs
HTA6_122_2,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/MC-004_A2_HE_1568806_cleaned.svs
HTA6_2477_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/MC-005_A2_HE_1568807_cleaned.svs
HTA6_123_2,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/MC-006_A2_HE_1568808_cleaned.svs
HTA6_124_2,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/MC-007_A2_HE_1568809_cleaned.svs
HTA6_125_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/MC-009_A11_HE_1568810_cleaned.svs
HTA6_126_2,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/MC-010_A6_HE_1568813_cleaned.svs
HTA6_127_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/MC-011_B3_HE_1568814_cleaned.svs
HTA6_127_4,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/MC-011_B5_HE_1568815_cleaned.svs
HTA6_128_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/MC-012_A26_HE_1568817_cleaned.svs
HTA6_2486_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/MC-013_A11_HE_1568818_cleaned.svs
HTA6_133_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/MDA-010_A6_2_1565488_cleaned.svs
HTA6_134_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/MDA-011_D8_1_1565490_cleaned.svs
HTA6_135_4,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/MDA-012_A14_2_1565492_cleaned.svs
HTA6_135_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/MDA-012_A4_2_1565491_cleaned.svs
HTA6_136_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/MDA-013_A32_2_1565494_cleaned.svs
HTA6_137_3,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/Penn-001_1O-1_1_1565500_cleaned.svs
HTA6_138_3,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/Penn-002_1J-1_1_1565504_cleaned.svs
HTA6_139_3,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/Penn-003_2D-1_1_1565506_cleaned.svs
HTA6_140_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/Penn-004_3R-1_2_1565508_cleaned.svs
HTA6_141_2,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/Penn-005_2P-1_1_1565509_cleaned.svs
HTA6_142_2,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/Penn-006_2X3-1_2_1565512_cleaned.svs
HTA6_143_2,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/Penn-007_1L-1_2_1565513_cleaned.svs
HTA6_144_2,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/Penn-008_1F-1_2_1565516_cleaned.svs
HTA6_145_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/Pitt-001_B_Cohort1_1598443_cleaned.svs
HTA6_147_2,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/Pitt-003_L_Cohort2_1598447_cleaned.svs
HTA6_151_3,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/UAB-001_A4_HE_1568820_cleaned.svs
HTA6_152_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/UAB-002_A8_HE_1568821_cleaned.svs
HTA6_153_2,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/UAB-004_A2_cleaned.svs
HTA6_2492_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/UAB-008_D3_cleaned.svs
HTA6_155_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/UNC-001_A5_1_1565856_cleaned.svs
HTA6_156_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/UNC-003_A22_1_1565858_cleaned.svs
HTA6_157_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/UNC-005_E4_1_1565861_cleaned.svs
HTA6_2493_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/UNC-007_F9_2_1565862_cleaned.svs
HTA6_158_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/UNC-009_A11_2_1565865_cleaned.svs
HTA6_160_3,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/UOC-003_A5_2_1565517_cleaned.svs
HTA6_161_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/UOC-004_C4_cleaned.svs
HTA6_2488_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/UW-001_A1_2_1565866_cleaned.svs
HTA6_162_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/UW-002_A9_1_1565868_cleaned.svs
HTA6_163_3,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/UW-003_B4_2_1565871_cleaned.svs
HTA6_164_3,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/UW-004_A5_1_1565873_cleaned.svs
HTA6_165_2,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/UW-005_B2_1_1565874_cleaned.svs
HTA6_166_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/UW-006_C4_1_1565877_cleaned.svs
HTA6_167_3,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/UW-007_E1_1_1565878_cleaned.svs
HTA6_168_2,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/UW-008_A3_2_1565881_cleaned.svs
HTA6_169_2,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/UW-009_B11_2_1565883_cleaned.svs
HTA6_170_2,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/UW-010_A6_1_1565884_cleaned.svs
HTA9_15_17,,,Tissue,,Unknown,Unknown,,,,Metastatic,Formalin,Unknown,H&E,,20,Air,0.75,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-ohsu/imaging_level_2/388801.ome.tif
HTA9_15_9,,,Tissue,,Unknown,Unknown,,,,Metastatic,Formalin,Unknown,H&E,,20,Air,0.75,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-ohsu/imaging_level_2/388809.ome.tif
HTA9_9_67,,,Tissue,,Unknown,Unknown,,,,Metastatic,Formalin,Unknown,H&E,,20,Air,0.75,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-ohsu/imaging_level_2/344272.ome.tif
HTA9_12_70,,,Tissue,,Unknown,Unknown,,,,Metastatic,Formalin,Unknown,H&E,,20,Air,0.75,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-ohsu/imaging_level_2/348127.ome.tif
HTA9_9_66,,,Tissue,,Unknown,Unknown,,,,Metastatic,Formalin,Unknown,H&E,,20,Air,0.75,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-ohsu/imaging_level_2/357625.ome.tif
HTA9_13_51,,,Tissue,,Unknown,Unknown,,,,Metastatic,Formalin,Unknown,H&E,,20,Air,0.75,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-ohsu/imaging_level_2/357633.ome.tif
HTA9_12_1,,,Tissue,,Unknown,Unknown,,,,Metastatic,Formalin,Unknown,H&E,,20,Air,0.75,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-ohsu/imaging_level_2/357643.ome.tif
HTA15_30001_7000030,,,Tissue,,Unknown,Unknown,,,,Premalignant,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0017374_HTA15-30001_FFPE_HE_HA1-1_cleaned.svs
HTA15_30001_7000031,,,Tissue,,Unknown,Unknown,,,,Premalignant,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0017374_HTA15-30001_FFPE_HE_HABx1-1_cleaned.svs
HTA15_30001_7000032,,,Tissue,,Unknown,Unknown,,,,Premalignant,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0017374_HTA15-30001_FFPE_HE_HABx2-1_cleaned.svs
HTA15_30001_7000033,,,Tissue,,Unknown,Unknown,,,,Premalignant,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0017374_HTA15-30001_FFPE_HE_HABx3-1_cleaned.svs
HTA15_30001_7000034,,,Tissue,,Unknown,Unknown,,,,Premalignant,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0017374_HTA15-30001_FFPE_HE_HABx4-1_cleaned.svs
HTA15_30001_7000027,,,Tissue,,Unknown,Unknown,,,,Premalignant,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0017374_HTA15-30001_FFPE_HE_K1-1_cleaned.svs
HTA15_30001_7000028,,,Tissue,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0017374_HTA15-30001_FFPE_HE_K2-1_cleaned.svs
HTA15_30001_7000029,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0017374_HTA15-30001_FFPE_HE_K8-1_cleaned.svs
HTA15_30001_7000035,,,Tissue,,Unknown,Unknown,,,,Premalignant,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0017374_HTA15-30001_FFPE_HE_PT1-1_cleaned.svs
HTA15_30001_7000036,,,Tissue,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0017374_HTA15-30001_FFPE_HE_PTBx1-1_cleaned.svs
HTA15_30001_7000037,,,Tissue,,Unknown,Unknown,,,,Not reported,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0017374_HTA15-30001_FFPE_HE_PTBx2-1_cleaned.svs
HTA15_30001_7000038,,,Tissue,,Unknown,Unknown,,,,Premalignant,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0017374_HTA15-30001_FFPE_HE_PTBx3-1_cleaned.svs
HTA15_30001_7000039,,,Tissue,,Unknown,Unknown,,,,Premalignant,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0017374_HTA15-30001_FFPE_HE_PTBx4-1_cleaned.svs
HTA15_30001_7100043,,,Tissue,,Unknown,Unknown,,,,Premalignant,Oct media,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0017374_HTA15-30001_OCT_HE_HA1-5_cleaned.svs
HTA15_30001_7100044,,,Tissue,,Unknown,Unknown,,,,Premalignant,Oct media,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0017374_HTA15-30001_OCT_HE_HABx1-1_cleaned.svs
HTA15_30001_7100045,,,Tissue,,Unknown,Unknown,,,,Premalignant,Oct media,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0017374_HTA15-30001_OCT_HE_HABx2-1_cleaned.svs
HTA15_30001_7100046,,,Tissue,,Unknown,Unknown,,,,Premalignant,Oct media,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0017374_HTA15-30001_OCT_HE_HABx3-1_cleaned.svs
HTA15_30001_7100047,,,Tissue,,Unknown,Unknown,,,,Premalignant - in situ,Oct media,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0017374_HTA15-30001_OCT_HE_HABx4-1_cleaned.svs
HTA15_30001_7100042,,,Tissue,,Unknown,Unknown,,,,Primary,Oct media,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0017374_HTA15-30001_OCT_HE_N1-1_cleaned.svs
HTA15_30001_7100040,,,Tissue,,Unknown,Unknown,,,,Primary,Oct media,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0017374_HTA15-30001_OCT_HE_T1-1_cleaned.svs
HTA15_30001_7100041,,,Tissue,,Unknown,Unknown,,,,Primary,Oct media,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0017374_HTA15-30001_OCT_HE_T2-1_cleaned.svs
HTA15_30007_7000019,,,Tissue,,Unknown,Unknown,,,,Premalignant,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0025034_HTA15-30007_FFPE_HE_HA1-3_cleaned.svs
HTA15_30007_7000021,,,Tissue,,Unknown,Unknown,,,,Premalignant,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0025034_HTA15-30007_FFPE_HE_HA2-3_cleaned.svs
HTA15_30007_7000018,,,Tissue,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0025034_HTA15-30007_FFPE_HE_N1-1_cleaned.svs
HTA15_30007_7000023,,,Tissue,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0025034_HTA15-30007_FFPE_HE_PT1-3_cleaned.svs
HTA15_30007_7000025,,,Tissue,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0025034_HTA15-30007_FFPE_HE_PT2-3_cleaned.svs
HTA15_30007_7000017,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0025034_HTA15-30007_FFPE_HE_T1-1_cleaned.svs
HTA15_30007_7100029,,,Tissue,,Unknown,Unknown,,,,Premalignant,Oct media,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0025034_HTA15-30007_OCT_HE_HA1-5_cleaned.svs
HTA15_30007_7100030,,,Tissue,,Unknown,Unknown,,,,Premalignant,Oct media,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0025034_HTA15-30007_OCT_HE_HA2-2_cleaned.svs
HTA15_30007_7100028,,,Tissue,,Unknown,Unknown,,,,Normal,Oct media,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0025034_HTA15-30007_OCT_HE_N1_cleaned.svs
HTA15_30007_7100031,,,Tissue,,Unknown,Unknown,,,,Premalignant,Oct media,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0025034_HTA15-30007_OCT_HE_PT1-2_cleaned.svs
HTA15_30007_7100032,,,Tissue,,Unknown,Unknown,,,,Premalignant,Oct media,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0025034_HTA15-30007_OCT_HE_PT2-2_cleaned.svs
HTA15_30007_7100027,,,Tissue,,Unknown,Unknown,,,,Primary,Oct media,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0025034_HTA15-30007_OCT_HE_T1_cleaned.svs
HTA15_30002_7000037,,,Tissue,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0029790_HTA15-30002_FFPE_HE_HA1-1_cleaned.svs
HTA15_30002_7000038,,,Tissue,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0029790_HTA15-30002_FFPE_HE_HABx1-1_cleaned.svs
HTA15_30002_7000039,,,Tissue,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0029790_HTA15-30002_FFPE_HE_HABx2-1_cleaned.svs
HTA15_30002_7000036,,,Tissue,,Unknown,Unknown,,,,Premalignant,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0029790_HTA15-30002_FFPE_HE_N2-1_cleaned.svs
HTA15_30002_7000040,,,Tissue,,Unknown,Unknown,,,,Premalignant,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0029790_HTA15-30002_FFPE_HE_PT1-1_cleaned.svs
HTA15_30002_7000041,,,Tissue,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0029790_HTA15-30002_FFPE_HE_PTBx1-1_cleaned.svs
HTA15_30002_7000042,,,Tissue,,Unknown,Unknown,,,,Not reported,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0029790_HTA15-30002_FFPE_HE_PTBx2-1_cleaned.svs
