sample_id,sample_description,biosample_accession,sample_type,sample_type_category,sample_tumor_status,sample_anatomic_site,sample_age_at_collection,derived_from_specimen,acquisition_method_type,tumor_tissue_type,tissue_fixative,embedding_medium,imaging_assay_type,objective,nominal_magnification,lens_numerical_aperture,immersion,working_distance,pyramid,z-stack,t_series,physical_size_x,physical_size_y,physical_size_z,size_c,size_t,size_x,size_y,size_z,channel_metadata_filename,file_url_in_cds
HTA14_44_23,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-tumor_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_010-F5.ome.tif
HTA14_38_24,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-tumor_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_010-F6.ome.tif
HTA14_30_24,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-tumor_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_010-F7.ome.tif
HTA14_10_24,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-tumor_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_010-F8.ome.tif
HTA14_45_23,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-tumor_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_010-F9.ome.tif
HTA14_40_24,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-tumor_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_010-G1.ome.tif
HTA14_25_24,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-tumor_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_010-G10.ome.tif
HTA14_47_23,,,Cell,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-tumor_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_010-G11.ome.tif
HTA14_34_24,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-tumor_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_010-G2.ome.tif
HTA14_45_24,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-tumor_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_010-G3.ome.tif
HTA14_35_24,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-tumor_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_010-G4.ome.tif
HTA14_1_24,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-tumor_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_010-G5.ome.tif
HTA14_41_24,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-tumor_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_010-G6.ome.tif
HTA14_23_24,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-tumor_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_010-G7.ome.tif
HTA14_39_24,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-tumor_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_010-G8.ome.tif
HTA14_17_24,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-tumor_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_010-G9.ome.tif
HTA14_48_23,,,Cell,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-tumor_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_010-H1.ome.tif
HTA14_44_24,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-tumor_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_010-H10.ome.tif
HTA14_51_23,,,Cell,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-tumor_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_010-H11.ome.tif
HTA14_49_23,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-tumor_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_010-H2.ome.tif
HTA14_18_24,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-tumor_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_010-H3.ome.tif
HTA14_28_24,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-tumor_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_010-H4.ome.tif
HTA14_50_23,,,Cell,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-tumor_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_010-H5.ome.tif
HTA14_16_24,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-tumor_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_010-H6.ome.tif
HTA14_43_24,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-tumor_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_010-H7.ome.tif
HTA14_49_24,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-tumor_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_010-H8.ome.tif
HTA14_15_24,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-tumor_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_010-H9.ome.tif
HTA14_1_25,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-immune_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_011-A1.ome.tif
HTA14_10_25,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-immune_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_011-A10.ome.tif
HTA14_11_25,,,Cell,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-immune_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_011-A11.ome.tif
HTA14_2_25,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-immune_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_011-A2.ome.tif
HTA14_3_25,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-immune_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_011-A3.ome.tif
HTA14_4_25,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-immune_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_011-A4.ome.tif
HTA14_5_25,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-immune_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_011-A5.ome.tif
HTA14_6_25,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-immune_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_011-A6.ome.tif
HTA14_7_25,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-immune_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_011-A7.ome.tif
HTA14_8_25,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-immune_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_011-A8.ome.tif
HTA14_9_25,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-immune_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_011-A9.ome.tif
HTA14_12_25,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-immune_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_011-B1.ome.tif
HTA14_20_25,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-immune_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_011-B10.ome.tif
HTA14_21_25,,,Cell,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-immune_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_011-B11.ome.tif
HTA14_13_25,,,Cell,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-immune_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_011-B2.ome.tif
HTA14_14_25,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-immune_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_011-B3.ome.tif
HTA14_15_25,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-immune_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_011-B4.ome.tif
HTA14_16_25,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-immune_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_011-B5.ome.tif
HTA14_17_25,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-immune_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_011-B6.ome.tif
HTA14_18_25,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-immune_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_011-B7.ome.tif
HTA14_19_25,,,Cell,,Unknown,Unknown,,,,Primary,Formalin,Unknown,t-CyCIF,Nikon CFI Plan Apo Lambda 20X,20.0,0.75,Air,,True,No,No,0.649999976,0.649999976,0.649999976,40,1,2672,2672,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/HMS-tCyCIF-OHSU-TMATNP-channel-metadata-v1-immune_panel.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/OHSU_TMA1_011-B8.ome.tif
